mstardisk,mstarspheroid,sfrdisk,sfrspheroid,mzgasdisk,mzgasspheroid,mcolddisk,halomass,mbh,mhot,mcoldspheroid
0,1196266624831.657,0,52054557.566774376,0,3786677061.0397396,0,1.1853699704750075e+15,7324257677.322652,128164533292871.67,170546471446.8741
0,2406956897120.836,0,67863140.56801046,0,3659288046.7387357,0,1.1731299707798792e+15,6307342040.601579,123864624113515.03,294219247012.3533
0,1243969369924.6614,0,67684324.461163,0,2508999705.017008,0,1.1530599712797792e+15,3097364422.699583,12026019775411.11,161202411047.12955
0,1698727228552.7012,0,95273625.32959278,0,4460723071.156643,0,1.1516299713153975e+15,5742181502.626633,114286884130125.56,340255855312.3732
0,1084027532395.1436,0,49397428.21189946,0,2671734103.2601514,0,1.149129971377667e+15,2788325319.0372047,114871306949065.5,156089980669.8259
0,2334277006043.5903,0,120061319.17165314,0,5735535552.539054,0,1.1405999715901308e+15,3153950402277.3696,46398385500467.414,424800107071.3662
0,1338662494005.4463,0,81029744.15694202,0,3197728916.6761,0,1.134329971746303e+15,4013409500.0987163,113551411291848.5,268131975759.08884
0,1631945218533.0137,0,163555622.05516237,0,7033552928.392341,0,1.1313299718210262e+15,5097565499.331371,91897897146916.45,380753288259.9319
0,1179609916905.3213,0,93547016.30835766,0,2581571681.5259547,0,1.1155299722145701e+15,3513723654.040173,129378770664400.34,313442945629.32916
0,1099744911569.3567,0,59027805.50607256,0,2189653969.3396654,0,1.1075999724120891e+15,2628556955.7229395,131039808687670.77,183885924895.87378
0,1060812265444.4,0,92118400.46411803,0,2644129148.1040597,0,1.1069699724277811e+15,4776922146.846013,123461451821570.48,252559031610.06268
0,1264671244299.5444,0,84266206.91495574,0,2807562739.2338862,0,1.0980899726489626e+15,2885333236.1633863,91319224283894,207029613039.76266
0,2405140715908.453,0,137629849.53318316,0,5438387120.890892,0,1.0940499727495902e+15,10121345994.51083,109313889599104,407755781274.2065
0,1187994847670.2285,0,77643321.95817445,0,2267118603.0226154,0,1.0914699728138524e+15,2789511598.927542,108065413142529.95,265467731195.7157
0,1591058228248.4937,0,96114174.34427112,0,4959944771.497451,0,1.0890299728746275e+15,5639300867.182963,105260763405586.83,300059235420.6133
0,1662932196750.4385,0,175024836.4998545,0,4836403074.136514,0,1.0871299729219525e+15,4859049029.4642105,96529601328823.31,395475436384.1079
0,1258781183079.1726,0,102647912.51534489,0,3579898317.167934,0,1.083599973009877e+15,4042481450.339797,94727600053990.16,312647024520.87775
0,990994988087.5117,0,61653973.01663446,0,3494544228.9175777,0,1.0816699730579491e+15,1980243060.0279915,119166380933051.39,153067789904.26025
0,1199454947559.977,0,110324763.59242553,0,2926665407.828325,0,1.0791099731217132e+15,6429843089.9384985,111581000709405.5,268824675043.33444
0,1255365400783.3196,0,88544973.16214454,0,2409951810.289585,0,1.0787999731294346e+15,3427628186.1246395,122372366587106.3,273991016409.55853
0,1313756748977.5894,0,57362477.941972815,0,3305791972.1101046,0,1.0784299731386505e+15,3606801679.2568607,104509385798914.53,156254295279.83652
0,1708352152813.1472,0,130786604.82943079,0,4466307024.450839,0,1.077469973162562e+15,8020758612.926202,168976523249683.03,372401920466.5167
0,2606784604441.6123,0,98586701.74955688,0,6811468998.504903,0,1.0748799732270732e+15,7202862541.611813,106948623632018.9,339764982732.6996
0,489385823356.4933,0,47773368.49887952,0,678459875.3311286,0,1.0715299733105145e+15,1463013260.9088726,74952433125539.58,65864047767.53474
0,1345287872213.93,0,96319621.80848828,0,3938218697.0036736,0,1.0689699733742786e+15,5913862816.033801,101665346591089.61,309356367731.4933
0,1523578666011.4998,0,118217416.82171462,0,4268960122.4305153,0,1.0675699734091495e+15,6622417713.431744,99419031776606.34,287441551560.18524
0,2324788610973.9917,0,186602302.8222067,0,9144639526.018126,0,1.0661299734450168e+15,9098086352.889563,90088110664634.55,430643951831.0116
0,1777139166756.1685,0,151911387.35598496,0,4856724037.711183,0,1.0637999735030521e+15,3858447595.477848,99119595321924.94,363905594982.1144
0,2315527153075.963,0,296419312.95025605,0,4942256916.692338,0,1.0584699736358106e+15,11242138387.489756,106361405975815.73,509523011779.69196
0,2096175741408.0698,0,171880692.06389344,0,4674766629.484849,0,1.0573699736632094e+15,8330386939.349107,211018716392686.34,461104830542.5817
0,1176179780384.8613,0,75909438.1341783,0,3381927127.7149963,0,1.0452299739655904e+15,3327234312.2675743,108915168092493.72,193948304565.51596
0,1393803879627.1963,0,99466749.60851462,0,4258130416.3291774,0,1.0449699739720664e+15,6802214886.527163,98695418849139.03,315711234998.8966
0,674695893957.7593,0,24356802.847262505,0,939653931.6458634,0,1.0426699740293545e+15,2880730335.309512,142293926743429.62,73187670616.36157
0,1032078053926.7452,0,59765264.30084648,0,2629642284.155481,0,1.0392999741132939e+15,2149376153.620953,100889737656130.67,143415698726.86935
0,1153035540581.0793,0,77236585.32170156,0,3038026130.278345,0,1.0364799741835339e+15,9726655774.739424,110607540633700.2,238083413811.45114
0,1121323932833.5208,0,90400193.20042545,0,2238832090.083932,0,1.0330799742682206e+15,2478979075.141073,158839807978205,192355338211.3739
0,1281412761135.0122,0,81648273.03607652,0,2630922364.8943257,0,1.0301999743399551e+15,6760209041.811669,107936163236391.12,264955639749.90738
0,765067957765.3214,0,47000376.67807616,0,1846710531.3037052,0,1.0107199748251596e+15,2587687182.3156176,126838220379041.11,112002922925.54225
0,1303996746869.2993,0,83761095.8175462,0,3022838397.5534267,0,1.0094999748555471e+15,13023126695.136961,101671061972133.05,242510751618.49887
0,1215977400707.1548,0,78909693.45909175,0,2604117125.448157,0,1.0054399749566729e+15,3475420092.925917,93669633863762.34,191731158293.81537
0,1272515317630.9302,0,71364394.52682514,0,3092561457.3204484,0,997638975150978.9,2669775241.4160614,81658914594375.95,166130093565.79834
0,942616657970.7404,0,81716682.1002746,0,2871205198.9668775,0,996739975173371.1,6318714250.091831,92810255765830.12,257063980527.79858
0,1606635129958.6584,0,227738038.27887344,0,7046978579.130589,0,993542975253001.2,3882855433.72963,99717558954774.11,434995681720.9033
0,1740460263844.422,0,173472576.8973426,0,4048751787.7988005,0,992636975275567.9,4817717487.657908,87515702526897.92,431525453623.5077
0,1655730120708.8936,0,91115783.61568885,0,3980580293.160627,0,989666975349544,5922814130.754029,88155646991794.39,282870155009.72205
0,1091746320166.1245,0,74698118.86386333,0,3778787264.630791,0,989032975365335.6,4032690947.67737,90086711534507.08,200397724234.63116
0,1072972663959.8796,0,71209990.46269193,0,2676493647.1362157,0,988040975390044.2,3336115720.6268835,87847480957680.39,194016393122.29013
0,1512426893942.1313,0,124327173.59759793,0,4115317219.0664854,0,985269975459063.8,5444654370.976447,86190598636810.44,349317989430.85034
0,964097983832.0719,0,76848743.23550074,0,2409206153.267409,0,984702975473186.6,5292418458.826571,90136879438198.94,161320065759.01498
0,1644408602183.9695,0,85375020.350654,0,4582345042.347049,0,980872975568583.6,3303375219.74086,111294140442516.53,265162898434.52628
0,856064643456.8007,0,67637775.08726375,0,2186558913.515134,0,980719975572394.5,2613567296.879537,106971323625621.06,176914753547.35306
0,1622694434974.1995,0,115309905.21395177,0,4660235469.331519,0,980362975581286.5,6639590922.374396,96567062093655.8,277007399681.4
0,1417758438368.848,0,91992483.71379326,0,2824248365.576277,0,980035975589431.4,4751954601.673277,95216532019766.47,313205640376.2645
0,1945486985027.2585,0,197396226.13079605,0,4861179356.124059,0,977649975648861.5,5744931727.478957,75638861596483.9,482407009634.7877
0,1040345522423.8663,0,94622973.93109646,0,2995317775.687247,0,975904975692325.6,8232545916.154973,93647987251340.8,269513650169.7039
0,1241239076061.978,0,70723429.15196237,0,2157157095.6644998,0,973192975759875.6,2377076803.1413913,102425319659659.23,180884834806.7048
0,668456854327.6779,0,50926744.38364424,0,1594426312.2035847,0,971394975804660,4898424090.304774,64233445852654.65,85926137018.72182
0,1783855994234.69,0,88017460.12715182,0,3871492097.5997553,0,969209975859083.6,4831689875.011721,114416507062761.98,285896213081.49286
0,2161437403002.984,0,196798094.9866268,0,7858059229.293925,0,968979975864812.2,7724879710.1723,118168159467374.2,419909563293.42096
0,1825414968701.8835,0,117283192.16497493,0,3161331059.767253,0,960736976070127.5,4856733490.945683,87885192734075.38,250251212932.30017
0,939153675708.2458,0,57897049.21838595,0,2246498270.345607,0,956639976172175,2831870972.2222905,93727655447579.55,175902185234.68607
0,1641040095263.4648,0,97274379.58979605,0,4977316244.399458,0,955652976196759,5512364397.790612,90859514690783.27,284285971274.1203
0,1451205293265.5942,0,78316514.34813415,0,3394388098.67918,0,955266976206373.2,6798995442.53365,101684120140303.55,241161352876.8293
0,2130009332984.4333,0,137714082.66302064,0,4864562170.811606,0,952759976268817.2,5227760862.006931,88209759364264.11,318179327913.1583
0,1338558421296.7307,0,52245051.162061945,0,3206881059.6178193,0,952566976273624.6,3849181084.3042526,87246114600928.84,148119555913.0004
0,1469629331379.822,0,58820668.80247561,0,3614679014.400105,0,952246976281595,3942825992.364644,86382446722179.73,177121987298.08
0,1339059653149.3198,0,86177742.74738123,0,2485188910.127293,0,948999976362470.8,2553172333.902702,96995458043592,190970410518.43958
0,1001500566152.4019,0,91255186.28118236,0,3593331554.5707903,0,947786976392683.9,2771512821.031,86010132001304.06,231650726857.71048
0,1819645385752.8442,0,132228639.67909093,0,5344449997.23768,0,944739976468578.1,5152486475.849513,83919375841292.61,279230309374.7668
0,1378315382813.4023,0,58389009.609543495,0,2801483591.0965514,0,944392976477221,2601764787.714569,110177352265735.03,151474991420.14017
0,1521617959232.4543,0,115911962.86961798,0,4015634310.5142255,0,942769976517646.6,5315045001.813775,95131291466877.56,254720755672.0669
0,2516754620389.244,0,259504591.31567883,0,7078225618.92497,0,937812976641114.6,6308638582.3797035,86945673439435.03,542306705748.6326
0,1300351022085.536,0,90682867.53643517,0,2393413752.3090405,0,935322976703135.1,3162893522.7242694,97578373501301.3,210870102952.69778
0,895913792685.9431,0,67008401.32664594,0,1531963731.7971165,0,935266976704530,2912266588.988281,84192624749349.23,166950886409.94843
0,2324135054527.7236,0,150706852.2412976,0,5420725280.170863,0,934575976721741.1,7376023406.2054,92726624621289.12,362088631809.443
0,1049578249635.2947,0,78024307.01480219,0,2204794323.137432,0,930662976819205.6,4577078336.998703,94416309429906.52,162220745842.09805
0,2053581878476.754,0,131868336.65432602,0,5607310623.496077,0,929519976847675.1,6346616190.195221,89136049006742.5,322950853436.6912
0,1133709860558.4668,0,79052448.91320415,0,4208117117.5306926,0,926254976928999.4,2592389867.343709,90104336378571.22,239690263798.49823
0,1075125290947.6239,0,76095627.53431192,0,4353985848.320229,0,923182977005516.2,3187367042.3209105,91581711060836.61,191582468598.55707
0,1161601031852.286,0,71621198.37359205,0,4198646192.3302917,0,922066977033313.2,5614145681.959041,93701385339787.97,154502477825.68665
0,1676506167177.6848,0,132615539.13246042,0,4590325451.8670845,0,920912977062056.9,5436787626.079724,97868662228969.2,294618640137.9222
0,1722024349409.9907,0,124372437.36476092,0,3384343645.911486,0,914769977215065.8,4395570896.615353,74234914057197.17,332871775957.94324
0,1053664440120.0931,0,78480986.58014949,0,2407328217.2018185,0,907816977388249.8,3096497079.248082,89995578436644.28,180268937383.85236
0,728310452393.5869,0,61016260.700095676,0,2069790291.85702,0,902182977528580.5,1669056802.3640544,100784258098006.28,129759544892.55606
0,1895014802311.61,0,128241600.17416342,0,5318340989.811475,0,901783977538518.8,4380899980.857757,79280189552021.36,357497714908.7293
0,1087723166175.4045,0,64981351.909524165,0,1524517244.727292,0,898819977612345.5,3176791365.6519275,88469088551858.77,145640889201.23117
0,979983467990.6416,0,72729925.3043184,0,1894850186.3930228,0,897879977635759,2151000199.8367953,110613268823922.98,169527856934.2474
0,1079600031145.9504,0,72252798.21544994,0,2648044901.718605,0,893812977737059,2609734417.4069786,85386044265121.31,182220639285.15982
0,801602299544.5631,0,45999544.2073416,0,1697537952.1384485,0,893036977756387.5,1563048090.5334444,111605017160260.38,106750265545.90967
0,1456743023297.8408,0,133780981.76062807,0,5101000961.3022995,0,892586977767596,4060343647.8604064,80835097135667.62,329705227282.17883
0,2484025854830.793,0,106184155.01552619,0,5234984803.422119,0,889327977848770.6,9659376511.089596,98631003125208.69,280026168762.71313
0,1900935948869.6367,0,162239015.94818842,0,5362275915.505677,0,888036977880926.6,4136679120.765068,74950370456620.02,336427601891.8867
0,1228349059011.244,0,59888122.101779535,0,2293573354.5497074,0,887732977888498.8,2850450755.791848,83155252756156.81,147913682309.99207
0,1205349162452.495,0,137835144.0669905,0,2737169124.8626533,0,887022977906183.2,3509927655.1635556,89738572620282,228745445901.10678
0,1131258053850.4736,0,72278912.50351769,0,3063370624.238875,0,887014977906382.5,4138809029.2138815,95079632106145.62,203655557591.15784
0,997783105632.2996,0,37670541.492702045,0,1873646853.275361,0,886189977926931.5,4094047355.3219137,99507018237436.17,74453186874.50694
0,1776614896580.9868,0,170317120.7619593,0,5286174989.325895,0,885769977937392.8,4396948005.251596,84310648793138.06,364056111631.22345
0,1400810693771.9534,0,119239789.46522738,0,4911101507.628808,0,884639977965538.5,5652820285.054487,82410368357560.2,255487494110.6847
0,1759319657999.8293,0,86360715.92751181,0,5798598630.279121,0,884350977972737,4620759487.892221,80847159449250.75,239093449878.75464
0,1756990575315.0415,0,113502447.4482769,0,3595977420.3888044,0,883013978006038.8,6700448613.116562,84540972618224.22,284082663851.5175
0,1373106182570.0676,0,79733485.72125393,0,3475253289.1599054,0,882846978010198.4,3365350336.7496147,70698371988355.48,209566551958.256
0,782881292879.0566,0,84608637.33067518,0,2017882775.0141609,0,878271978124151.8,2998110041.8317385,83281467891843.86,188998633329.48657
0,1520624539462.2974,0,126684588.57376832,0,4714012132.146246,0,878089978128684.9,4593352874.332439,73364302421566.9,309818720522.0793
0,1637034989550.8098,0,102101330.59583665,0,4923804412.681383,0,876869978159072.5,5560746848.027223,83920701746428.56,274622171055.76935
0,1221514612892.8552,0,95026851.23031186,0,3272276063.223874,0,875996978180817,3697779627.889418,81542528328765.73,250879090931.11658
0,1252808626871.3757,0,67553610.59423806,0,3913485927.3323593,0,875722978187641.6,3934311088.359037,76578931783508.86,161002207687.74084
0,1202769466552.037,0,81622706.95017388,0,3297338200.865729,0,875072978203831.9,4876347524.539336,79321695756727.02,205279952530.493
0,1633950037164.491,0,111781906.00260134,0,2944957974.503654,0,873859978234044.9,3424436640.475689,81282062951530.39,211279694404.80472
0,2247909629191.1187,0,109174800.67051624,0,8050805651.248574,0,873544978241890.9,5739314330.953239,72868570875321.81,317782965392.2606
0,1346235803557.2854,0,49873592.38368858,0,2021926588.8801615,0,872456978268990.6,3936274449.9882946,89488069189263.95,139276775065.7413
0,871150890232.8762,0,64491191.82908225,0,1956031193.336681,0,868012978379681,2695998825.9087944,81872512054319.17,151967887994.78427
0,1407326047880.6633,0,111736955.1681992,0,3104981478.6488853,0,867636978389046.4,3402775163.050514,90610250837109.53,219853694884.22363
0,1893023001549.4473,0,125337648.24160959,0,5935562629.07535,0,864859978458215.5,5691931584.393362,87820475857771.52,312294017369.76056
0,1812127043822.0132,0,113286387.48609425,0,6497921686.606476,0,859028978603453,5086102347.319485,81039351300150.25,284226154916.33856
0,923357161934.413,0,51239994.75087531,0,1619239671.619282,0,857392978644202.1,1905626736.1048746,94771735890182.88,141308619192.16806
0,633755861584.7366,0,53658127.127956115,0,1430982589.0624406,0,855865978682236.4,1459957973.2018776,82794122040131.23,118462840076.76854
0,672629483212.7252,0,40138727.54400513,0,1258547445.307729,0,855199978698825.1,1554755365.38759,98079643820967.11,102582689888.8603
0,1583665918390.1863,0,76754288.47486594,0,3792500815.127203,0,853922978730632.4,3007624101.345433,91373163734762.22,210209675301.55136
0,1192513413146.4133,0,48358019.35520973,0,2178415532.0456495,0,842779979008180.2,3341774531.2747564,82144584303675.45,138500728420.2337
0,1623351877868.3652,0,145033775.5172794,0,5578286574.3520565,0,842526979014481.9,3529770634.4303727,81969365164668.89,309688804966.16174
0,1207753723604.6428,0,68680161.11623897,0,2447826744.5752125,0,842285979020484.8,5108096177.16118,81107729402506.73,199305676641.00223
0,1077257145185.9032,0,101565266.76421599,0,3103460954.5805454,0,842259979021132.4,3218740229.8940463,80329120831569.69,252020416951.27072
0,1215690175647.481,0,82831660.28216857,0,3800011847.661864,0,840096979075008,4585338190.648992,80358503268424.97,206609903832.07043
0,1159850721948.1504,0,92518574.48300488,0,3073993300.360273,0,838592979112469.2,3836899607.9972405,77192266933433.12,213181088435.9713
0,1364779310523.5083,0,79701839.09034774,0,2888390614.9116297,0,838402979117201.8,3235673585.7059026,79963911579257.4,180572531294.86185
0,1526160334693.8975,0,71869891.69211693,0,3190098459.033948,0,837229979146418.8,4890125620.797304,74244030347229.9,205553078575.71863
0,1561953743084.856,0,89959168.59454641,0,3732252550.8306003,0,836597979162160.5,3707421452.322997,71626264781690.1,229921029588.1402
0,1522349913788.5815,0,84095899.5494725,0,5143638159.85971,0,835234979196109.9,3932136589.612557,82338275659109.36,232678409445.1936
0,1039439015797.721,0,113712182.48156129,0,3067409831.6877413,0,834186979222213.2,2869228188.4230175,83287471276168.98,241976547971.28708
0,1571831802819.741,0,119226178.82766847,0,3475948798.285264,0,834179979222387.6,4473977297.087239,94083132890969.8,268945079926.76956
0,1340905025181.807,0,106671933.88924015,0,3865552708.080775,0,833910979229087.8,3796103068.6475506,73092423210952.02,288422469627.4693
0,1853441568216.3657,0,93295885.31101365,0,5034820997.614978,0,833182979247220.8,3951265175.1991305,98458542641963.23,213973144906.69092
0,1142171713851.142,0,74057313.99987172,0,2480955561.069966,0,832709979259002.2,4117996168.471168,70876472751645.66,203896607217.02228
0,1575254120262.438,0,92788875.43510184,0,4623411250.51291,0,832569979262489.2,3387835450.274362,80765652562267.48,209449042343.79572
0,936951654312.9089,0,46336992.971470356,0,1952736452.677633,0,831666979284980.9,1915717597.9789336,77334083658457.25,94044925649.8027
0,789899800750.3861,0,44665961.662253186,0,1719960348.084354,0,830989979301843.6,1412747147.7802896,84423947983796.44,98988432992.06323
0,1358333830583.2036,0,86209603.19646336,0,2488062213.3244443,0,830975979302192.4,3697363823.1428356,83490482910358.58,240593258782.39935
0,1046635713301.883,0,62776250.318519056,0,2956632213.9928236,0,830702979308992.1,2678700444.7972894,102879124607126.22,153350940486.7348
0,1620272105056.578,0,91619633.68417573,0,4367495292.318353,0,830102979323936.9,4864051186.686677,81480763073768.2,238178791170.53107
0,594741428770.2538,0,66083437.5621764,0,1741350899.7423387,0,826769979406954.6,1270314639.8211577,4360773855.95902,69308827553.59006
0,980882329897.6815,0,75074451.0246391,0,2664775107.9066815,0,826468979414451.9,3143809771.2811584,85712783147124.25,163278674340.6273
0,1043464861673.7817,0,47907387.842851095,0,1747000639.5508623,0,826139979422646.5,3530473289.728414,82888339000920.17,103895518692.13887
0,1041604716668.3839,0,92620092.03736377,0,2900741596.206113,0,825742979432535,2921971889.249095,100186140269688.38,168517444238.70972
0,1494202790340.1292,0,99295014.21564116,0,3670438072.692032,0,825698979433630.9,3537295325.796412,79847133826681.67,258114335381.5267
9557341.268116033,870514105959.1316,6882138.513884325,118113647.76218882,78269700.57515779,1753262324.3936653,22880900144.16204,824669979459261.1,2556388175.8897834,4193481491.197628,118447747453.90433
0,1004946049352.2605,0,75804962.79438394,0,3158529448.3329115,0,823752979482101.5,5621272875.883249,82156479091601.95,219558830107.00854
0,554673442534.0676,0,39597148.09622104,0,737712882.6293601,0,822819979505340.6,948310771.5636834,69381336070333.53,65561828607.34883
